StockCode,total_revenue,total_quantity_sold,Average Selling Price,revenue_generated_category,quantity_sold_category,average_selling_price_category,revenue_from_high_value_customers,quantitysold_to_high_value_customer
20935,17.700000000000003,6,2.9500000000000006,Low Revenue,Low Qunatity,High 60-80% Range,2.95,1.0
20936,255.28000000000003,86,2.968372093023256,Medium Revenue,Low Qunatity,High 60-80% Range,141.93,47.0
20941,76.25,61,1.25,Low Revenue,Low Qunatity,Low 20-40% Range,26.25,21.0
20956,901.13,718,1.2550557103064066,Medium Revenue,Medium Quantity,Low 20-40% Range,524.88,417.0
20961,1188.11,935,1.2707058823529411,High Revenue,High Quantity,Low 20-40% Range,629.36,488.0
20963,1234.24,969,1.2737254901960784,High Revenue,High Quantity,Low 20-40% Range,775.49,602.0
20964,5.1,2,2.55,Low Revenue,Low Qunatity,High 60-80% Range,5.1,2.0
20966,634.5,538,1.179368029739777,Medium Revenue,Medium Quantity,Low 20-40% Range,487.0,420.0
20967,768.75,205,3.75,Medium Revenue,Medium Quantity,High 60-80% Range,457.5,122.0
20969,6440.34,1793,3.591935303959844,High Revenue,High Quantity,High 60-80% Range,5315.34,1493.0
20970,3423.08,920,3.7207391304347825,High Revenue,High Quantity,High 60-80% Range,2242.97,603.0
20971,10760.0,9462,1.1371803001479603,High Revenue,High Quantity,Low 20-40% Range,9094.78,8128.0
20972,7867.85,6439,1.2219055753999069,High Revenue,High Quantity,Low 20-40% Range,5371.6,4442.0
20973,1660.7500000000002,2519,0.6592894005557762,High Revenue,High Quantity,Very Low 0-20% Range,971.7500000000001,1459.0
20974,3775.55,6027,0.626439356230297,High Revenue,High Quantity,Very Low 0-20% Range,2673.15,4331.0
20975,3298.4500000000003,5165,0.6386156824782189,High Revenue,High Quantity,Very Low 0-20% Range,2099.2000000000003,3320.0
20977,1016.25,813,1.25,Medium Revenue,High Quantity,Low 20-40% Range,597.5,478.0
20978,1682.5,1346,1.25,High Revenue,High Quantity,Low 20-40% Range,988.75,791.0
20979,2241.25,1793,1.25,High Revenue,High Quantity,Low 20-40% Range,1343.75,1075.0
20980,33.75,27,1.25,Low Revenue,Low Qunatity,Low 20-40% Range,11.25,9.0
20981,1276.6999999999998,1502,0.8499999999999999,High Revenue,High Quantity,Low 20-40% Range,513.4,604.0
20982,1628.31,1923,0.846755070202808,High Revenue,High Quantity,Low 20-40% Range,684.81,813.0
20983,1805.9599999999998,2132,0.8470731707317072,High Revenue,High Quantity,Low 20-40% Range,826.76,980.0
20984,991.4299999999998,3243,0.305713845205057,Medium Revenue,High Quantity,Very Low 0-20% Range,390.87999999999994,1232.0
20985,1045.88,925,1.1306810810810812,Medium Revenue,High Quantity,Low 20-40% Range,879.63,792.0
20986,546.76,462,1.1834632034632036,Medium Revenue,Medium Quantity,Low 20-40% Range,423.01,363.0
20992,1728.1499999999999,4095,0.422014652014652,High Revenue,High Quantity,Very Low 0-20% Range,1097.31,2573.0
20996,620.37,2937,0.21122574055158325,Medium Revenue,High Quantity,Very Low 0-20% Range,269.55,1162.0
20997,29.700000000000003,6,4.95,Low Revenue,Low Qunatity,Very High 80-100% Range,29.700000000000003,6.0
20998,241.90000000000003,82,2.9500000000000006,Medium Revenue,Low Qunatity,High 60-80% Range,115.05000000000001,39.0
21000,102.0,24,4.25,Low Revenue,Low Qunatity,High 60-80% Range,63.75,15.0
21001,89.25,15,5.95,Low Revenue,Low Qunatity,Very High 80-100% Range,23.8,4.0
21002,21.25,5,4.25,Low Revenue,Low Qunatity,High 60-80% Range,0.0,0.0
21003,69.85,11,6.35,Low Revenue,Low Qunatity,Very High 80-100% Range,31.75,5.0
21011,26.099999999999998,18,1.45,Low Revenue,Low Qunatity,Medium 40-60% Range,23.2,16.0
21012,1095.5,549,1.9954462659380692,Medium Revenue,Medium Quantity,Medium 40-60% Range,391.98,189.0
21014,424.48999999999995,1149,0.3694429939077458,Medium Revenue,High Quantity,Very Low 0-20% Range,229.15999999999997,572.0
21015,336.15,1107,0.30365853658536585,Medium Revenue,High Quantity,Very Low 0-20% Range,180.42999999999998,599.0
21018,18.7,22,0.85,Low Revenue,Low Qunatity,Low 20-40% Range,16.15,19.0
21025,102.25,80,1.278125,Low Revenue,Low Qunatity,Low 20-40% Range,76.0,59.0
21026,163.62,132,1.2395454545454545,Low Revenue,Medium Quantity,Low 20-40% Range,96.12,78.0
21027,108.7,90,1.2077777777777778,Low Revenue,Low Qunatity,Low 20-40% Range,54.95,47.0
21028,148.29,116,1.278362068965517,Low Revenue,Medium Quantity,Low 20-40% Range,117.04,91.0
21030,139.92,110,1.2719999999999998,Low Revenue,Medium Quantity,Low 20-40% Range,72.42,56.0
21031,38.71,30,1.2903333333333333,Low Revenue,Low Qunatity,Medium 40-60% Range,22.46,17.0
21032,72.38,55,1.3159999999999998,Low Revenue,Low Qunatity,Medium 40-60% Range,37.38,27.0
21033,1709.99,800,2.1374875,High Revenue,High Quantity,Medium 40-60% Range,1374.42,660.0
21034,1788.85,1883,0.95,High Revenue,High Quantity,Low 20-40% Range,661.1999999999999,696.0
21035,4439.06,1488,2.983239247311828,High Revenue,High Quantity,High 60-80% Range,3574.81,1217.0
21038,86.75,77,1.1266233766233766,Low Revenue,Low Qunatity,Low 20-40% Range,49.46000000000001,38.0
21039,731.31,293,2.495938566552901,Medium Revenue,Medium Quantity,High 60-80% Range,626.76,252.0
21040,29.7,22,1.3499999999999999,Low Revenue,Low Qunatity,Medium 40-60% Range,22.05,19.0
21041,1398.3000000000002,474,2.95,High Revenue,Medium Quantity,High 60-80% Range,952.8500000000001,323.0
21042,1362.55,229,5.95,High Revenue,Medium Quantity,Very High 80-100% Range,916.3000000000001,154.0
21043,885.05,419,2.112291169451074,Medium Revenue,Medium Quantity,Medium 40-60% Range,496.7,226.0
21051,216.23000000000002,102,2.119901960784314,Medium Revenue,Low Qunatity,Medium 40-60% Range,54.53,25.0
21054,250.59999999999997,28,8.95,Medium Revenue,Low Qunatity,Very High 80-100% Range,161.1,18.0
21055,938.54,98,9.576938775510204,Medium Revenue,Low Qunatity,Very High 80-100% Range,517.89,51.0
21056,1044.73,103,10.143009708737864,Medium Revenue,Low Qunatity,Very High 80-100% Range,758.3299999999999,71.0
21058,328.81,385,0.8540519480519481,Medium Revenue,Medium Quantity,Low 20-40% Range,241.26,282.0
21059,369.75,435,0.85,Medium Revenue,Medium Quantity,Low 20-40% Range,242.25,285.0
21060,256.7,302,0.85,Medium Revenue,Medium Quantity,Low 20-40% Range,175.95,207.0
21061,245.64999999999998,289,0.8499999999999999,Medium Revenue,Medium Quantity,Low 20-40% Range,157.25,185.0
21062,311.95,367,0.85,Medium Revenue,Medium Quantity,Low 20-40% Range,187.85,221.0
21063,335.60999999999996,393,0.8539694656488549,Medium Revenue,Medium Quantity,Low 20-40% Range,216.60999999999999,253.0
21064,605.5500000000001,131,4.6225190839694665,Medium Revenue,Medium Quantity,Very High 80-100% Range,56.050000000000004,11.0
21065,803.35,481,1.6701663201663202,Medium Revenue,Medium Quantity,Medium 40-60% Range,570.75,419.0
21066,642.62,676,0.9506213017751479,Medium Revenue,Medium Quantity,Low 20-40% Range,565.12,614.0
21067,241.88,197,1.2278172588832488,Medium Revenue,Medium Quantity,Low 20-40% Range,189.38,155.0
21068,1494.55,1415,1.0562190812720849,High Revenue,High Quantity,Low 20-40% Range,1206.98,1174.0
21069,2047.8000000000002,1867,1.096839850026781,High Revenue,High Quantity,Low 20-40% Range,1981.5500000000002,1814.0
21070,1037.29,1015,1.021960591133005,Medium Revenue,High Quantity,Low 20-40% Range,773.73,785.0
21071,980.98,813,1.2066174661746618,Medium Revenue,High Quantity,Low 20-40% Range,657.82,549.0
21078,1555.48,1930,0.8059481865284974,High Revenue,High Quantity,Very Low 0-20% Range,1033.04,1286.0
21080,6910.69,8855,0.7804280067758328,High Revenue,High Quantity,Very Low 0-20% Range,5284.68,6898.0
21084,331.01000000000005,1587,0.2085759294265911,Medium Revenue,High Quantity,Very Low 0-20% Range,194.16000000000003,874.0
21086,2302.4300000000003,3883,0.5929513262941025,High Revenue,High Quantity,Very Low 0-20% Range,1870.8300000000002,3219.0
21087,23.12,66,0.35030303030303034,Low Revenue,Low Qunatity,Very Low 0-20% Range,18.380000000000003,58.0
21088,211.98000000000002,1048,0.20227099236641224,Medium Revenue,High Quantity,Very Low 0-20% Range,138.45000000000002,661.0
21089,43.45,219,0.19840182648401827,Low Revenue,Medium Quantity,Very Low 0-20% Range,18.970000000000002,95.0
21090,490.5,1156,0.42430795847750863,Medium Revenue,High Quantity,Very Low 0-20% Range,294.65,655.0
21094,3413.5099999999998,4681,0.7292266609698782,High Revenue,High Quantity,Very Low 0-20% Range,2736.06,3884.0
21095,29.75,35,0.85,Low Revenue,Low Qunatity,Low 20-40% Range,25.5,30.0
21096,312.09,771,0.4047859922178988,Medium Revenue,High Quantity,Very Low 0-20% Range,222.39,541.0
21098,3542.55,3066,1.155430528375734,High Revenue,High Quantity,Low 20-40% Range,3088.8,2703.0
21100,70.95,43,1.6500000000000001,Low Revenue,Low Qunatity,Medium 40-60% Range,51.150000000000006,31.0
21106,451.3,166,2.718674698795181,Medium Revenue,Medium Quantity,High 60-80% Range,175.5,66.0
21107,2069.1,786,2.632442748091603,High Revenue,High Quantity,High 60-80% Range,1648.0,640.0
21108,16770.36,9711,1.726944701884461,High Revenue,High Quantity,Medium 40-60% Range,15001.170000000002,8239.0
21109,2050.7999999999997,808,2.538118811881188,High Revenue,High Quantity,High 60-80% Range,1514.1,614.0
21110,1985.45,695,2.8567625899280578,High Revenue,Medium Quantity,High 60-80% Range,1310.25,475.0
21111,1190.75,741,1.6069500674763832,High Revenue,Medium Quantity,Medium 40-60% Range,746.4,488.0
21112,2378.73,1131,2.103209549071618,High Revenue,High Quantity,Medium 40-60% Range,1565.33,759.0
21114,1449.03,1147,1.2633217088055797,High Revenue,High Quantity,Low 20-40% Range,619.03,483.0
21115,2075.11,433,4.792401847575058,High Revenue,Medium Quantity,Very High 80-100% Range,1293.96,272.0
21116,2018.7400000000002,422,4.783744075829384,High Revenue,Medium Quantity,Very High 80-100% Range,1208.24,256.0
21117,119.25,91,1.3104395604395604,Low Revenue,Low Qunatity,Medium 40-60% Range,15.0,12.0
21121,4023.06,3306,1.216896551724138,High Revenue,High Quantity,Low 20-40% Range,2969.31,2463.0
21122,3617.7400000000002,2937,1.2317807286346614,High Revenue,High Quantity,Low 20-40% Range,2308.9900000000002,1890.0
21123,703.31,565,1.244796460176991,Medium Revenue,Medium Quantity,Low 20-40% Range,540.81,435.0
21124,2362.5,1890,1.25,High Revenue,High Quantity,Low 20-40% Range,1556.25,1245.0
21125,323.75,259,1.25,Medium Revenue,Medium Quantity,Low 20-40% Range,152.5,122.0
21126,342.94,278,1.2335971223021582,Medium Revenue,Medium Quantity,Low 20-40% Range,130.44,108.0
21128,207.06,29,7.14,Medium Revenue,Low Qunatity,Very High 80-100% Range,68.06,9.0
21129,332.3,45,7.384444444444445,Medium Revenue,Low Qunatity,Very High 80-100% Range,221.1,29.0
21131,273.25,89,3.0702247191011236,Medium Revenue,Low Qunatity,High 60-80% Range,260.5,86.0
21132,91.75,23,3.989130434782609,Low Revenue,Low Qunatity,High 60-80% Range,49.25,13.0
21135,2762.3,2582,1.0698295894655308,High Revenue,High Quantity,Low 20-40% Range,1447.48,1804.0
21136,6817.08,4052,1.6823988153998026,High Revenue,High Quantity,Medium 40-60% Range,3513.13,2097.0
21137,37854.590000000004,11058,3.423276361005607,High Revenue,High Quantity,High 60-80% Range,32198.870000000003,9430.0
21143,577.1999999999999,296,1.9499999999999997,Medium Revenue,Medium Quantity,Medium 40-60% Range,323.7,166.0
21145,137.5,110,1.25,Low Revenue,Medium Quantity,Low 20-40% Range,12.5,10.0
21147,200.94,89,2.257752808988764,Low Revenue,Low Qunatity,High 60-80% Range,158.94,69.0
21154,2563.88,2176,1.1782536764705882,High Revenue,High Quantity,Low 20-40% Range,2078.88,1788.0
21155,5145.65,2154,2.3888811513463324,High Revenue,High Quantity,High 60-80% Range,4009.85,1680.0
21156,3886.27,2111,1.8409616295594504,High Revenue,High Quantity,Medium 40-60% Range,2846.02,1556.0
21157,102.9,49,2.1,Low Revenue,Low Qunatity,Medium 40-60% Range,86.10000000000001,41.0
21158,647.89,1365,0.4746446886446886,Medium Revenue,High Quantity,Very Low 0-20% Range,496.31,1047.0
21159,503.72999999999996,1047,0.4811174785100286,Medium Revenue,High Quantity,Very Low 0-20% Range,385.74,826.0
21161,153.7,106,1.45,Low Revenue,Low Qunatity,Medium 40-60% Range,107.3,74.0
21162,624.16,1296,0.4816049382716049,Medium Revenue,High Quantity,Very Low 0-20% Range,417.34,888.0
21163,582.9,1144,0.509527972027972,Medium Revenue,High Quantity,Very Low 0-20% Range,388.0,772.0
21164,3100.0200000000004,1062,2.9190395480225995,High Revenue,High Quantity,High 60-80% Range,1999.6700000000003,689.0
21165,4901.32,3028,1.6186657859973579,High Revenue,High Quantity,Medium 40-60% Range,4205.04,2616.0
21166,17656.61,8811,2.003928044489842,High Revenue,High Quantity,Medium 40-60% Range,15352.720000000001,7681.0
21167,264.6,1260,0.21000000000000002,Medium Revenue,High Quantity,Very Low 0-20% Range,114.87,547.0
21169,4779.21,2937,1.6272420837589376,High Revenue,High Quantity,Medium 40-60% Range,3337.02,2070.0
21171,268.8,192,1.4000000000000001,Medium Revenue,Medium Quantity,Medium 40-60% Range,219.49999999999997,158.0
21172,4460.32,3164,1.409709228824273,High Revenue,High Quantity,Medium 40-60% Range,3291.62,2358.0
21174,8247.9,3866,2.133445421624418,High Revenue,High Quantity,Medium 40-60% Range,6467.16,3007.0
21175,25155.42,11591,2.170254507807782,High Revenue,High Quantity,Medium 40-60% Range,21857.82,10277.0
21179,954.43,1649,0.5787932080048513,Medium Revenue,High Quantity,Very Low 0-20% Range,615.16,1090.0
21181,22226.920000000002,11083,2.00549670666787,High Revenue,High Quantity,Medium 40-60% Range,18655.120000000003,9365.0
21187,525.3,330,1.5918181818181816,Medium Revenue,Medium Quantity,Medium 40-60% Range,269.25,169.0
21188,606.95,209,2.904066985645933,Medium Revenue,Medium Quantity,High 60-80% Range,400.45000000000005,139.0
21189,249.14999999999998,151,1.65,Medium Revenue,Medium Quantity,Medium 40-60% Range,141.89999999999998,86.0
21190,245.20000000000002,168,1.4595238095238097,Medium Revenue,Medium Quantity,Medium 40-60% Range,240.25,165.0
21191,706.9200000000001,346,2.0431213872832372,Medium Revenue,Medium Quantity,Medium 40-60% Range,207.9,99.0
21192,1322.25,877,1.50769669327252,High Revenue,High Quantity,Medium 40-60% Range,1086.3,734.0
21194,238.3,293,0.8133105802047782,Medium Revenue,Medium Quantity,Low 20-40% Range,101.55000000000001,125.0
21195,176.10000000000002,117,1.5051282051282053,Low Revenue,Medium Quantity,Medium 40-60% Range,98.4,80.0
21196,47.849999999999994,29,1.65,Low Revenue,Low Qunatity,Medium 40-60% Range,46.199999999999996,28.0
21197,104.30999999999999,99,1.0536363636363635,Low Revenue,Low Qunatity,Low 20-40% Range,59.75999999999999,72.0
21198,643.8,748,0.8606951871657753,Medium Revenue,High Quantity,Low 20-40% Range,391.19999999999993,416.0
21199,558.0,696,0.8017241379310345,Medium Revenue,Medium Quantity,Very Low 0-20% Range,359.28,504.0
21200,1193.6999999999998,962,1.2408523908523907,High Revenue,High Quantity,Low 20-40% Range,1055.1,878.0
21201,2611.05,1151,2.2685056472632494,High Revenue,High Quantity,High 60-80% Range,2164.8,976.0
21202,200.85,209,0.9610047846889952,Low Revenue,Medium Quantity,Low 20-40% Range,123.45,133.0
21204,631.9499999999999,383,1.65,Medium Revenue,Medium Quantity,Medium 40-60% Range,334.94999999999993,203.0
21205,456.45,179,2.55,Medium Revenue,Medium Quantity,High 60-80% Range,265.2,104.0
21206,1123.8,908,1.2376651982378855,High Revenue,High Quantity,Low 20-40% Range,844.8,704.0
21207,907.6499999999999,585,1.5515384615384613,Medium Revenue,Medium Quantity,Medium 40-60% Range,541.05,357.0
21208,227.97,549,0.4152459016393443,Medium Revenue,Medium Quantity,Very Low 0-20% Range,87.99,203.0
21209,331.68,686,0.4834985422740525,Medium Revenue,Medium Quantity,Very Low 0-20% Range,185.57999999999998,418.0
21210,4386.42,3105,1.4126956521739131,High Revenue,High Quantity,Medium 40-60% Range,3348.22,2389.0
21211,463.65,333,1.3923423423423422,Medium Revenue,Medium Quantity,Medium 40-60% Range,330.25,241.0
21212,11002.25,22465,0.48975072334742936,High Revenue,High Quantity,Very Low 0-20% Range,8301.65,17413.0
21213,5591.0,11708,0.4775367270242569,High Revenue,High Quantity,Very Low 0-20% Range,4405.95,9525.0
21215,395.8,748,0.529144385026738,Medium Revenue,High Quantity,Very Low 0-20% Range,252.25000000000003,487.0
21216,4447.77,951,4.676940063091483,High Revenue,High Quantity,Very High 80-100% Range,3316.17,719.0
21217,5480.45,571,9.597985989492118,High Revenue,Medium Quantity,Very High 80-100% Range,4117.299999999999,434.0
21218,2878.7,804,3.5804726368159203,High Revenue,High Quantity,High 60-80% Range,2199.95,619.0
21219,258.59,203,1.2738423645320196,Medium Revenue,Medium Quantity,Low 20-40% Range,128.59,99.0
21220,249.56,189,1.3204232804232805,Medium Revenue,Medium Quantity,Medium 40-60% Range,152.06,111.0
21221,224.64,171,1.3136842105263158,Medium Revenue,Medium Quantity,Medium 40-60% Range,84.64,59.0
21222,207.18,158,1.3112658227848102,Medium Revenue,Medium Quantity,Medium 40-60% Range,82.18,58.0
21224,726.2,584,1.2434931506849316,Medium Revenue,Medium Quantity,Low 20-40% Range,394.95,319.0
21226,5.0,4,1.25,Low Revenue,Low Qunatity,Low 20-40% Range,0.0,0.0
21228,6.25,5,1.25,Low Revenue,Low Qunatity,Low 20-40% Range,5.0,4.0
21231,6213.22,5205,1.193702209414025,High Revenue,High Quantity,Low 20-40% Range,4269.12,3595.0
21232,10132.07,8627,1.1744604149762374,High Revenue,High Quantity,Low 20-40% Range,6977.55,5983.0
21238,1780.66,2220,0.8020990990990992,High Revenue,High Quantity,Very Low 0-20% Range,1391.36,1762.0
21239,1360.12,1702,0.7991304347826086,High Revenue,High Quantity,Very Low 0-20% Range,999.4499999999999,1263.0
21240,1715.9,2190,0.7835159817351599,High Revenue,High Quantity,Very Low 0-20% Range,1343.33,1737.0
21242,2980.29,1893,1.5743740095087162,High Revenue,High Quantity,Medium 40-60% Range,2245.14,1458.0
21243,2167.85,1385,1.565234657039711,High Revenue,High Quantity,Medium 40-60% Range,1619.6699999999998,1047.0
21244,2245.5899999999997,1431,1.5692452830188677,High Revenue,High Quantity,Medium 40-60% Range,1607.84,1040.0
21245,1091.82,686,1.5915743440233234,Medium Revenue,Medium Quantity,Medium 40-60% Range,789.31,507.0
21246,351.45000000000005,71,4.950000000000001,Medium Revenue,Low Qunatity,Very High 80-100% Range,277.20000000000005,56.0
21248,227.64999999999998,157,1.45,Medium Revenue,Medium Quantity,Medium 40-60% Range,142.1,98.0
21249,336.30000000000007,114,2.9500000000000006,Medium Revenue,Medium Quantity,High 60-80% Range,188.8,64.0
21250,203.9,74,2.7554054054054054,Medium Revenue,Low Qunatity,High 60-80% Range,38.35,13.0
21251,206.50000000000003,70,2.9500000000000006,Medium Revenue,Low Qunatity,High 60-80% Range,141.60000000000002,48.0
21253,104.04,36,2.89,Low Revenue,Low Qunatity,High 60-80% Range,89.29,31.0
21257,3441.2400000000002,452,7.6133628318584075,High Revenue,Medium Quantity,Very High 80-100% Range,2447.4900000000002,327.0
21258,4636.679999999999,392,11.828265306122447,High Revenue,Medium Quantity,Very High 80-100% Range,3228.48,268.0
21259,5855.56,1019,5.746378802747793,High Revenue,High Quantity,Very High 80-100% Range,4535.06,789.0
21260,2713.85,863,3.144669756662804,High Revenue,High Quantity,High 60-80% Range,2065.1,656.0
21261,361.35,113,3.197787610619469,Medium Revenue,Medium Quantity,High 60-80% Range,281.70000000000005,86.0
21262,681.45,231,2.95,Medium Revenue,Medium Quantity,High 60-80% Range,315.65000000000003,107.0
21263,298.34999999999997,153,1.9499999999999997,Medium Revenue,Medium Quantity,Medium 40-60% Range,163.79999999999998,84.0
21264,452.4,232,1.95,Medium Revenue,Medium Quantity,Medium 40-60% Range,210.6,108.0
21265,202.79999999999998,104,1.9499999999999997,Medium Revenue,Low Qunatity,Medium 40-60% Range,120.89999999999999,62.0
21268,0.84,2,0.42,Low Revenue,Low Qunatity,Very Low 0-20% Range,0.0,0.0
21269,238.0,28,8.5,Medium Revenue,Low Qunatity,Very High 80-100% Range,68.0,8.0
21270,153.0,12,12.75,Low Revenue,Low Qunatity,Very High 80-100% Range,38.25,3.0
21272,625.0699999999999,475,1.315936842105263,Medium Revenue,Medium Quantity,Medium 40-60% Range,532.5699999999999,401.0
21275,169.5,10,16.95,Low Revenue,Low Qunatity,Very High 80-100% Range,118.65,7.0
21277,354.2,17,20.83529411764706,Medium Revenue,Low Qunatity,Very High 80-100% Range,144.64999999999998,7.0
21278,109.64999999999999,43,2.55,Low Revenue,Low Qunatity,High 60-80% Range,56.099999999999994,22.0
21279,114.74999999999999,45,2.55,Low Revenue,Low Qunatity,High 60-80% Range,66.3,26.0
21280,150.45,59,2.55,Low Revenue,Low Qunatity,High 60-80% Range,84.14999999999999,33.0
